NTACode,NTAName,population_2022,DisplacementRiskIndex,Liquor_Licenses_2010,Liquor_Licenses_2011,Liquor_Licenses_2012,Liquor_Licenses_2013,Liquor_Licenses_2014,Liquor_Licenses_2015,Liquor_Licenses_2016,Liquor_Licenses_2017,Liquor_Licenses_2018,Liquor_Licenses_2019,Liquor_Licenses_2020,Liquor_Licenses_2021,Liquor_Licenses_2022,Liquor_Licenses_2023,Liquor_Licenses_2024,Liquor_Licenses_2025,Liquor_Licenses_2026,Evictions_2017,Evictions_2018,Evictions_2019,Evictions_2020,Evictions_2021,Evictions_2022,Evictions_2023,Evictions_2024,Evictions_2025,Evictions_2026,DOB_A1_2010,DOB_A1_2011,DOB_A1_2012,DOB_A1_2013,DOB_A1_2014,DOB_A1_2015,DOB_A1_2016,DOB_A1_2017,DOB_A1_2018,DOB_A1_2019,DOB_A1_2020,DOB_A1_2021,DOB_A1_2022,DOB_A1_2023,DOB_A1_2024,DOB_A1_2025,DOB_A1_2026,DOB_NB_2010,DOB_NB_2011,DOB_NB_2012,DOB_NB_2013,DOB_NB_2014,DOB_NB_2015,DOB_NB_2016,DOB_NB_2017,DOB_NB_2018,DOB_NB_2019,DOB_NB_2020,DOB_NB_2021,DOB_NB_2022,DOB_NB_2023,DOB_NB_2024,DOB_NB_2025,DOB_NB_2026,HPD_ClassA_2010,HPD_ClassA_2011,HPD_ClassA_2012,HPD_ClassA_2013,HPD_ClassA_2014,HPD_ClassA_2015,HPD_ClassA_2016,HPD_ClassA_2017,HPD_ClassA_2018,HPD_ClassA_2019,HPD_ClassA_2020,HPD_ClassA_2021,HPD_ClassA_2022,HPD_ClassA_2023,HPD_ClassA_2024,HPD_ClassA_2025,HPD_ClassA_2026,HPD_ClassB_2010,HPD_ClassB_2011,HPD_ClassB_2012,HPD_ClassB_2013,HPD_ClassB_2014,HPD_ClassB_2015,HPD_ClassB_2016,HPD_ClassB_2017,HPD_ClassB_2018,HPD_ClassB_2019,HPD_ClassB_2020,HPD_ClassB_2021,HPD_ClassB_2022,HPD_ClassB_2023,HPD_ClassB_2024,HPD_ClassB_2025,HPD_ClassB_2026,HPD_ClassC_2010,HPD_ClassC_2011,HPD_ClassC_2012,HPD_ClassC_2013,HPD_ClassC_2014,HPD_ClassC_2015,HPD_ClassC_2016,HPD_ClassC_2017,HPD_ClassC_2018,HPD_ClassC_2019,HPD_ClassC_2020,HPD_ClassC_2021,HPD_ClassC_2022,HPD_ClassC_2023,HPD_ClassC_2024,HPD_ClassC_2025,HPD_ClassC_2026,HPD_ClassI_2010,HPD_ClassI_2011,HPD_ClassI_2012,HPD_ClassI_2013,HPD_ClassI_2014,HPD_ClassI_2015,HPD_ClassI_2016,HPD_ClassI_2017,HPD_ClassI_2018,HPD_ClassI_2019,HPD_ClassI_2020,HPD_ClassI_2021,HPD_ClassI_2022,HPD_ClassI_2023,HPD_ClassI_2024,HPD_ClassI_2025,HPD_ClassI_2026,HPD_RentImpairing_2010,HPD_RentImpairing_2011,HPD_RentImpairing_2012,HPD_RentImpairing_2013,HPD_RentImpairing_2014,HPD_RentImpairing_2015,HPD_RentImpairing_2016,HPD_RentImpairing_2017,HPD_RentImpairing_2018,HPD_RentImpairing_2019,HPD_RentImpairing_2020,HPD_RentImpairing_2021,HPD_RentImpairing_2022,HPD_RentImpairing_2023,HPD_RentImpairing_2024,HPD_RentImpairing_2025,HPD_RentImpairing_2026
QN0805,Jamaica Hills-Briarwood,39292,Low,0.0,0.0,0.0764,0.1782,0.1527,0.1018,0.2545,0.0509,0.0509,0.1273,0.0764,0.1018,0.1527,0.2545,0.3309,0.3054,0.1273,1.7052,1.5525,0.9162,0.2291,0.0255,0.1018,0.7126,1.4507,1.6288,0.509,1.018,1.2216,1.3998,0.9926,0.6872,1.298,1.9851,1.4761,1.7306,1.6543,1.0944,0.7126,0.2545,0.1527,0.1018,0.1273,0.0509,1.2725,0.5599,0.789,0.8653,0.6872,0.4836,0.789,1.5779,0.6872,0.8399,0.5599,0.6872,0.3309,0.0764,0.0,0.0,0.0,0.5854,0.4581,0.7126,1.5525,1.3489,1.6034,1.8833,4.0466,3.2068,6.1336,2.5705,11.3764,12.4198,10.3583,14.8122,14.914,1.9851,3.9703,4.3775,5.1155,5.1664,4.352,5.4973,8.3987,7.8133,7.0243,10.511,5.7009,11.4782,15.2703,9.8239,23.9234,16.441,5.4464,0.5599,0.3818,1.0435,1.8579,1.4252,1.807,1.5525,2.0106,1.7561,4.6065,4.7083,8.1951,10.8165,11.5036,20.5894,19.775,5.7518,0.0509,0.0255,0.0255,0.0509,0.0509,7.2788,4.0975,2.8759,4.7083,4.5047,0.0255,4.0721,9.6457,5.7264,5.3955,5.0392,0.1273,0.3563,0.4327,0.3054,0.5854,0.6617,0.5599,0.7381,0.4836,0.4581,0.8144,0.6108,1.4252,1.0689,1.3489,3.1813,2.5196,0.7635
BK1203,Kensington,41758,Low,0.0,0.0,0.0958,0.0479,0.1197,0.1916,0.1437,0.1437,0.0958,0.1197,0.1676,0.0958,0.1197,0.1437,0.4071,0.3832,0.0718,0.8142,0.91,0.5987,0.2155,0.0,0.2395,0.7903,1.0058,0.9579,0.2634,1.1974,0.8142,0.7663,0.7663,0.5029,0.8621,1.1495,0.7903,0.91,0.5747,0.2155,0.1916,0.1437,0.1197,0.0718,0.0479,0.0479,0.1916,0.1676,0.0,0.2155,0.1437,0.5268,0.455,0.9579,0.7903,0.6466,0.3113,0.2874,0.2634,0.2874,0.1676,0.0958,0.0239,4.0232,4.3824,6.37,8.8366,6.9687,12.9795,9.124,12.9556,17.314,19.9962,12.764,24.6899,27.7073,28.7131,26.0309,27.3241,4.2387,13.4585,12.2611,17.1225,25.7915,24.8096,29.0244,24.4504,25.7915,35.4902,40.4952,20.978,26.1746,28.6412,39.5852,37.1426,45.7876,11.0637,2.2032,3.0892,5.5798,8.3337,8.214,9.2437,8.1661,8.7648,9.9143,18.5354,13.1472,14.7277,19.7806,30.126,26.8931,31.1557,9.5072,0.1916,0.0239,0.0718,0.0958,0.0718,16.1406,7.735,6.5856,9.6269,8.19,0.1437,8.4535,20.4751,8.7887,7.8787,9.1479,0.0239,1.0297,0.9818,2.0116,3.1132,2.9455,3.3287,2.8976,2.5384,4.2627,4.9332,2.6821,3.5203,4.2148,6.1066,5.8911,7.7111,2.0834
QN0901,Kew Gardens,24371,Low,0.0,0.0,0.1231,0.041,0.0821,0.1641,0.2052,0.1641,0.041,0.0821,0.0821,0.0,0.1231,0.1641,0.6976,0.7386,0.2052,2.2157,2.3388,1.8465,0.5745,0.1231,0.3283,1.1079,2.503,2.7492,0.6976,0.5334,0.7796,0.0821,0.4924,0.3283,0.7796,1.272,0.9848,0.8206,1.272,0.6155,0.4514,0.1231,0.1231,0.0,0.0,0.0,0.8206,0.6976,0.9848,1.1489,0.9437,0.6155,1.1079,0.8206,0.8617,0.7796,0.4924,0.5334,0.6565,0.5334,0.1641,0.2462,0.041,2.0927,1.6823,4.1443,3.2826,4.0622,4.6367,3.6108,6.5652,8.4527,10.7505,6.9345,14.8537,18.7928,16.5771,23.0602,21.2958,6.6472,8.7399,10.4633,13.951,10.2991,14.5255,14.9358,12.1456,14.4844,15.8795,21.9113,12.7611,13.1714,19.9828,23.5526,35.3699,26.589,9.0271,1.1079,0.9848,3.0364,3.3647,3.9391,2.6261,2.7081,3.1185,4.8008,9.2733,8.3296,8.1244,14.9358,20.5983,26.0556,24.8246,9.9709,0.041,0.041,0.0,0.1641,0.0821,6.5652,3.5698,2.3799,3.5698,3.5698,0.041,3.775,7.3038,4.3494,3.857,3.816,0.0821,0.9027,1.3541,1.6823,0.9437,2.6671,1.8875,0.8617,1.8875,1.1079,3.3647,1.8465,1.7234,2.585,2.7081,5.2932,4.4725,1.8875
QN0801,Kew Gardens Hills,36009,Low,0.0,0.0,0.0278,0.0833,0.0833,0.0833,0.1389,0.0555,0.0278,0.0555,0.0833,0.0555,0.1111,0.1389,0.3333,0.2777,0.2777,1.694,1.8051,0.972,0.2499,0.0,0.3333,0.8054,1.2219,1.0275,0.2499,1.8329,2.305,2.8604,1.7773,3.027,2.5271,2.3328,2.4161,1.9717,2.9437,1.7218,1.6663,1.1386,0.2222,0.1944,0.0833,0.0,0.0833,0.0,0.3333,0.2222,0.4166,0.4166,0.4999,0.3055,0.2222,0.2777,0.361,0.1389,0.3888,0.1666,0.1389,0.0833,0.0,1.2219,2.3605,3.7491,5.943,5.1376,3.0548,2.2494,3.0826,3.8879,3.6658,3.6102,15.996,12.4691,20.3838,18.7453,17.4123,3.999,6.3318,9.7476,13.8576,16.2737,20.3838,12.2747,6.8039,9.0811,9.8864,10.7751,6.6095,10.303,14.663,18.301,40.3233,34.7969,12.5524,0.9164,1.0831,3.1103,5.9152,6.5539,3.8324,2.305,2.9993,2.8882,3.388,3.5824,6.8316,8.6645,14.4408,28.5206,23.633,11.4694,0.0,0.0,0.0555,0.0278,0.0,8.3035,6.2484,1.5552,6.5539,3.0548,0.0833,2.9715,7.9425,4.0823,2.0828,2.7493,0.0833,0.4999,0.4999,0.9164,1.694,3.1103,1.1941,0.722,1.3052,0.9442,0.4721,0.8887,1.3885,1.4996,3.3047,7.7758,4.8877,2.8049
BX0801,Kingsbridge Heights-Van Cortlandt Village,35777,Intermediate,0.0,0.0,0.1398,0.1957,0.2236,0.028,0.0839,0.0,0.0839,0.0839,0.0839,0.1398,0.0,0.1677,0.3075,0.2795,0.1398,4.5001,4.2485,2.6833,0.5311,0.0559,0.8106,2.5435,2.9907,4.0529,1.2298,0.1398,0.0559,0.0839,0.028,0.0559,0.1118,0.1118,0.3075,0.1957,0.4193,0.2236,0.3354,0.1957,0.1398,0.028,0.0,0.0,0.9503,0.5311,0.2795,0.5311,0.7267,0.6149,0.4752,0.4472,0.4752,0.6988,0.9224,0.7826,0.7267,0.2236,0.3354,0.1118,0.0,7.1834,9.084,13.109,13.9196,18.9228,23.0316,22.5005,23.9539,25.631,27.5876,13.6121,29.041,29.4323,34.0163,47.9079,49.8365,10.845,19.5936,21.9974,30.3826,44.1345,60.9051,65.0418,67.4456,68.7034,61.0728,59.4796,32.7305,59.2839,60.7094,95.089,120.2169,110.8254,25.044,3.2144,5.5343,9.9505,15.2892,19.6495,21.8017,22.1092,21.8576,22.1371,38.7679,24.2893,39.0195,53.2185,70.7717,83.0981,85.2503,23.6744,0.0,0.0,0.1118,0.3634,0.0,4.9753,2.6833,2.2361,3.2703,2.7671,0.2795,4.2206,6.7641,3.0746,2.823,2.6553,0.1677,1.5373,2.5994,4.3883,6.7362,8.4132,8.3294,8.525,6.6803,7.5188,8.4971,4.1088,9.4754,11.963,16.7426,20.4601,20.8793,8.3573
BX0802,Kingsbridge-Marble Hill,22807,Intermediate,0.0,0.0,0.0438,0.3508,0.2631,0.2631,0.1315,0.2192,0.2631,0.1754,0.2192,0.1754,0.1315,0.3508,0.6577,1.14,0.3946,3.4638,3.3323,3.5077,0.4385,0.0,0.4385,2.0169,2.8938,2.4992,0.6577,0.0438,0.2631,0.1754,0.3508,0.5262,0.1754,0.57,0.3508,0.1754,0.3508,0.1754,0.1315,0.1754,0.0,0.0438,0.0438,0.0,0.6138,0.3069,0.3069,0.57,0.3069,0.4385,1.0962,0.4823,0.6577,0.8331,0.7892,0.4823,0.7015,0.3069,0.4823,0.4385,0.0438,4.8669,11.6631,10.6546,19.38,14.9515,18.8539,16.4423,19.0292,21.5285,30.7362,18.0646,34.0246,21.6162,31.5254,30.2539,29.4208,6.4015,17.5385,23.8962,32.1831,59.4993,44.9862,49.7216,50.4231,51.3439,58.5347,62.3054,44.2846,73.7054,56.0354,79.4054,79.4931,76.3362,15.8723,3.8146,6.4015,9.2077,23.1069,20.3446,17.0123,16.3546,19.5992,19.9939,33.4985,27.5354,47.0031,36.7431,54.1062,53.7116,60.157,14.1623,0.0438,0.0,0.0,0.0877,0.0877,3.42,1.6223,1.6223,1.8415,1.6662,0.5262,1.6223,3.9023,2.0169,2.6746,3.0692,0.3946,1.6223,2.4115,3.42,9.9969,6.0069,5.3054,4.9985,6.2262,8.7254,7.3662,5.7439,10.4354,8.1554,13.7239,13.11,17.3192,4.0338
QN1305,Laurelton,26088,Lowest,0.0,0.0,0.115,0.115,0.1917,0.1533,0.1533,0.1533,0.0383,0.115,0.0383,0.0383,0.23,0.1533,0.6133,0.5366,0.1533,1.3799,1.8399,1.0733,0.4983,0.0,0.345,0.4216,1.3799,1.9166,0.3067,0.5366,1.5716,1.8399,0.9966,1.6099,1.0733,1.4183,1.3799,1.6099,2.0699,0.92,0.7283,0.46,0.2683,0.115,0.0383,0.0,1.4566,0.3833,0.4983,0.8816,1.1883,1.5333,1.5716,0.92,0.575,0.6516,0.46,0.7666,0.23,0.46,0.2683,0.1533,0.0767,1.4566,0.6516,0.5366,0.8816,0.2683,0.6516,0.7283,0.9583,2.1082,0.575,1.035,1.7633,2.9899,2.1082,3.0282,2.9132,0.3067,8.9696,4.8681,5.4814,4.1782,3.3349,7.168,4.3698,7.0531,10.6946,3.1432,1.8783,3.7948,8.3947,4.3315,5.0598,6.3631,1.6099,1.8016,0.69,0.92,2.0316,2.1849,2.6832,2.1849,3.3732,4.1782,1.3416,0.8433,2.5682,5.7498,2.7982,4.1398,3.3732,1.15,0.115,0.2683,0.1533,0.1533,0.1533,1.035,0.92,0.8816,6.5931,6.1331,0.345,5.8264,12.8412,7.743,7.8197,8.433,0.23,0.2683,0.0383,0.0383,0.23,0.0383,0.0,0.0383,0.805,0.1917,0.0767,0.0,0.0767,0.23,0.1533,0.7283,0.115,0.1917
QN0201,Long Island City-Hunters Point,32216,Low,0.0,0.031,0.0621,0.4346,0.3414,0.3725,0.4346,0.3104,0.4035,0.4346,0.2483,0.4346,0.4035,0.5898,2.0487,2.5143,1.1795,0.6829,0.6519,0.745,0.2173,0.0,0.2483,0.3104,1.521,1.9556,0.6208,0.2794,0.2173,0.4346,0.5898,0.8381,0.8691,0.9312,1.1485,1.0243,0.8381,0.3725,0.4035,0.2794,0.1862,0.1552,0.031,0.031,0.9623,1.521,2.0176,2.8868,3.7559,5.8356,10.3365,7.5428,6.0219,6.146,6.3323,2.1418,2.4832,0.9623,0.5277,0.2483,0.1242,0.3104,0.3725,0.2794,0.4346,1.3968,1.2106,1.0864,2.297,4.0353,4.3457,1.9866,9.995,8.5361,10.5227,7.7912,8.0395,1.0243,2.0487,2.1728,2.328,3.6007,3.818,3.818,1.6141,4.4388,3.042,3.8801,2.7626,2.4212,3.7249,4.563,7.1704,5.9287,1.3968,0.2173,0.4035,0.776,0.8381,2.1418,1.3658,0.9933,1.6141,1.4279,2.1418,1.6762,2.2039,2.8557,4.3767,5.339,4.5319,1.4279,0.0,0.0,0.0,0.0,0.0,6.146,3.3834,2.6074,3.7869,3.5697,0.031,2.7316,6.5806,4.2836,2.9178,2.6695,0.0,0.1552,0.2483,0.4346,0.4656,0.7139,0.4656,0.776,0.6208,0.2173,0.4656,0.4035,0.4966,1.2106,1.2416,1.8624,1.7072,0.6208
BX0202,Longwood,40289,Highest,0.0,0.0,0.2482,0.2978,0.3475,0.3227,0.3475,0.2482,0.273,0.1489,0.1489,0.1986,0.0993,0.422,0.422,0.8191,0.3227,5.3116,5.1379,5.2123,0.695,0.0,0.4716,2.8296,3.0033,4.1699,1.3155,0.2482,0.3227,0.2978,0.1986,0.1986,0.3971,0.3723,0.2234,0.1489,0.2482,0.1489,0.1737,0.0496,0.2978,0.0745,0.0496,0.0248,0.8935,1.0176,0.5709,0.2234,0.1986,0.3227,0.6453,1.4396,1.6133,1.1418,0.6453,0.8439,0.5709,0.3475,0.2234,0.0745,0.0248,7.8185,8.5631,15.6867,17.5979,20.9735,27.1538,24.5725,35.2454,34.7241,35.3446,22.8102,52.595,46.8366,44.8261,64.9557,60.7362,12.0628,23.9271,24.92,38.9685,48.723,63.3672,68.9766,84.7874,92.5563,99.3323,70.4411,47.6805,67.7356,81.114,94.9887,129.5391,133.9572,27.5509,5.4605,8.1164,13.3535,22.1152,23.5796,22.9591,27.675,29.5614,30.6783,48.028,32.8377,44.429,60.6369,68.9022,102.3108,99.5805,26.856,0.0745,0.0248,0.1986,0.2978,0.2234,14.7931,8.1412,6.925,8.0171,7.6199,0.1489,7.0987,16.8284,8.7369,6.8009,7.4462,0.1241,3.0529,3.2019,5.6095,9.0595,10.5736,8.7865,9.6056,10.7225,13.4032,9.6304,7.3221,10.3006,13.6514,15.1654,23.7782,24.1505,8.1908
MN0302,Lower East Side,49149,Low,0.0,0.0203,0.1221,0.9156,0.7325,0.7528,0.6714,0.8545,0.6307,0.8545,0.529,0.5087,1.0377,1.058,2.8078,4.171,1.3429,1.0377,1.2004,0.8545,0.1221,0.0814,0.1628,0.9563,0.7528,0.6714,0.1628,0.7121,0.5493,0.4273,0.3052,0.6104,0.6714,0.5493,0.4476,0.7732,1.7498,1.6887,1.1801,0.997,0.7121,0.7325,0.2645,0.0814,0.1017,0.2035,0.0814,0.3255,0.6511,1.0377,0.9766,1.0784,0.9359,0.8545,0.7732,0.8545,0.6511,0.2645,0.1017,0.0407,0.0203,2.9909,2.5433,2.645,3.8658,3.0113,8.403,7.7926,12.0857,13.9576,11.3329,7.345,19.7359,17.4571,14.3238,10.4987,7.7926,1.6277,7.284,8.2809,6.5922,12.3095,10.0104,16.3991,17.3961,19.329,25.7381,21.0991,13.2251,14.9342,16.1753,23.2355,15.1173,9.6645,5.2697,1.4446,1.8312,2.5433,4.8017,5.5749,6.4701,6.9381,8.2809,9.5424,11.3939,9.9697,11.9229,16.3584,18.393,16.745,8.0164,4.7814,0.0,0.0,0.0407,0.0407,0.0407,5.3307,4.3541,2.3195,3.0926,2.6247,0.0407,2.2991,5.8801,3.0926,2.0753,2.7874,0.0407,1.1597,0.9156,1.4853,2.8281,2.5636,2.7874,4.4762,4.0489,5.4935,4.5576,4.0286,4.7,5.4121,5.7783,3.0316,2.1567,1.3429
BK1502,Madison,41465,High,0.0,0.0,0.0965,0.1688,0.1688,0.2412,0.1447,0.1447,0.0965,0.1206,0.0965,0.1929,0.1206,0.3135,0.3859,0.4823,0.1447,0.8923,1.0611,0.8923,0.2894,0.0,0.4341,0.6753,1.037,1.037,0.3135,1.4229,1.6399,1.2541,1.0611,1.4711,1.1817,1.0853,1.9052,1.6158,1.3505,1.037,0.7959,0.5306,0.2412,0.2171,0.0965,0.0241,0.7476,0.7235,0.5065,1.2541,0.6994,1.447,1.037,0.9888,1.2782,1.7605,0.9406,0.5788,0.2412,0.2653,0.1447,0.0724,0.0,2.267,1.447,3.9793,3.9793,6.0051,6.5115,9.6708,11.0696,12.5648,11.4072,8.9714,17.8464,13.6501,14.7353,14.0601,14.0842,2.7734,7.5968,11.0455,12.396,13.4812,24.8402,13.6983,22.5733,25.9737,32.3164,25.0573,20.5957,28.6989,21.898,27.8548,25.7084,30.0012,8.4167,1.1335,1.3505,1.9052,4.0275,6.8009,4.9198,5.6915,6.8009,5.8845,10.949,12.2031,13.0471,12.0584,17.0988,20.3063,19.9928,5.5227,0.0,0.0,0.0241,0.0482,0.0724,5.4504,2.074,2.1946,3.4969,3.2558,0.0724,3.1834,7.5485,3.4487,3.4246,3.8104,0.0241,0.7235,0.7717,0.7235,1.3264,2.3634,1.7605,2.0982,2.5081,3.8587,3.4246,3.5452,4.6786,2.7734,4.8475,4.4375,5.4021,2.267
MN0902,Manhattanville-West Harlem,22183,High,0.0,0.0451,0.0902,0.0902,0.3156,0.2705,0.2254,0.1352,0.0902,0.0451,0.1803,0.0902,0.0902,0.541,0.541,0.9918,0.2254,1.8933,1.8483,1.5778,0.3156,0.0,0.7213,2.2991,2.0737,1.713,0.4959,0.1803,0.0,0.3156,0.2705,0.0902,0.0902,0.1352,0.2705,0.3156,0.1803,0.0451,0.0902,0.0,0.0451,0.0,0.0,0.0,0.3156,0.0902,0.0902,0.4508,0.4959,1.3073,0.6311,0.8565,0.1803,0.7213,0.2705,0.3156,0.2705,0.1803,0.4057,0.0,0.0,5.6349,12.6674,21.0522,23.802,28.4452,34.3055,39.4897,60.5869,57.8822,64.1933,33.0433,65.5006,46.5221,46.7024,41.2027,43.4116,11.7207,15.2369,26.6871,64.6892,77.041,100.9331,98.2284,108.5065,127.5752,152.8197,128.8825,80.5572,127.0342,111.7522,119.1453,114.9078,118.2437,34.7563,5.0038,9.1962,23.0807,29.6173,44.0427,36.1989,44.6738,44.0878,54.952,75.0575,51.6161,72.8937,73.074,84.1185,89.5731,85.561,32.863,0.0,0.0,0.0902,0.0902,0.3606,6.4013,3.8318,1.713,3.0654,3.3359,0.4959,2.2991,4.4629,1.8032,2.2089,1.8032,0.4959,1.2622,4.0121,8.4299,11.1797,12.8477,12.8477,20.6464,21.0972,22.6299,17.3556,11.1347,16.409,12.487,18.3474,24.1176,21.9988,11.4502
BK1204,Mapleton-Midwood (West),39137,Low,0.0,0.0,0.0,0.0767,0.1278,0.1278,0.0256,0.0,0.0511,0.0511,0.0256,0.0511,0.0256,0.2044,0.2811,0.23,0.1533,0.6132,0.741,0.5366,0.2044,0.0,0.23,0.6388,0.511,0.7154,0.1533,2.5807,2.6318,3.0917,3.1684,4.0371,3.6794,4.727,6.3112,4.5481,4.7014,2.8873,3.4239,2.4018,0.9454,0.4855,0.511,0.0511,2.9639,2.223,2.2996,2.8617,2.3252,1.8652,2.0186,2.2996,2.734,2.7851,1.9163,1.7375,1.252,0.8176,0.3322,0.3577,0.1278,1.3542,2.0952,2.3763,2.8362,2.9639,4.1904,4.1649,6.6689,8.994,10.8593,6.5667,24.1459,25.3213,22.6384,22.6895,21.6164,2.734,6.1579,6.6689,6.6689,8.0231,9.2751,9.9139,6.6433,11.4725,18.1158,18.9079,10.3227,18.0903,20.441,21.7952,24.427,23.5327,5.8512,0.511,0.8687,2.5296,3.0406,3.015,3.1684,3.4494,2.8362,4.6503,9.8117,6.7455,10.2716,13.3378,15.7907,16.685,18.9846,4.9569,0.0,0.0511,0.0,0.0767,0.0256,18.0392,7.9209,7.5376,9.8372,9.1985,0.1022,8.8152,19.8022,11.217,8.5341,9.4795,0.0767,0.2044,0.6132,0.741,0.8176,1.0221,0.9454,0.9454,1.4309,2.4274,2.8106,1.8652,2.223,3.4494,2.734,3.8327,3.6027,1.2009
BK1802,Marine Park-Mill Basin-Bergen Beach,46955,Low,0.0,0.0,0.0852,0.0639,0.0852,0.1917,0.1065,0.1278,0.1491,0.1065,0.0852,0.1491,0.1491,0.1917,0.4685,0.6602,0.2343,1.1074,0.9797,0.7241,0.1278,0.0426,0.2982,0.5324,0.5324,0.5111,0.1065,2.2362,1.8528,2.4066,2.5769,2.5556,1.5121,1.8954,1.7251,1.6186,2.151,1.1713,1.3843,1.1287,0.4898,0.362,0.4259,0.0426,0.5111,0.788,0.6176,0.2769,0.2769,0.2769,1.8315,1.3417,1.2139,1.363,0.5963,0.5111,0.0426,0.0213,0.0852,0.0213,0.0,0.5324,0.5111,0.4259,0.6602,0.7241,0.6815,0.6602,0.8945,0.8519,1.7676,1.1713,5.8141,5.4094,7.1132,5.8567,5.6011,0.0639,2.7047,2.0019,2.8538,2.7899,5.0687,2.6834,2.5343,4.2807,4.1316,5.6863,3.5992,5.1326,5.0474,5.0048,4.4511,4.1742,0.7667,0.7241,0.5537,0.8093,0.8093,0.9584,1.0648,0.7028,1.8528,1.5334,2.9603,1.363,2.0445,1.6612,2.8538,1.2565,2.4917,0.4259,0.0,0.0213,0.0426,0.0639,0.0426,4.3233,3.152,3.2158,5.5585,5.6437,0.3195,5.6011,12.1393,7.0706,6.7298,6.7937,0.1065,0.0426,0.0639,0.0426,0.0852,0.0,0.0852,0.1491,0.1704,0.1491,0.2982,0.1704,0.2343,0.1491,0.7241,0.2982,0.2343,0.0
SI0107,Mariner's Harbor-Arlington-Graniteville,33492,Intermediate,0.0,0.0,0.0299,0.209,0.1194,0.1493,0.2389,0.209,0.1194,0.1791,0.0597,0.1194,0.1791,0.0597,0.5374,0.4777,0.2389,2.0303,1.6123,2.0303,0.3882,0.0896,0.6867,1.7915,1.9109,1.9109,0.5076,0.5972,0.1791,0.3882,0.7166,0.2986,0.2389,0.209,0.4479,0.2389,0.3583,0.3882,0.3284,0.1194,0.0896,0.0299,0.1194,0.0,2.7469,1.3436,1.7616,1.5825,2.2991,1.9109,1.672,2.8066,3.2545,2.8962,1.045,0.5972,0.627,0.5673,0.6569,0.5076,0.2687,2.0005,1.463,3.8517,3.8815,4.8967,4.837,8.0616,5.5536,13.9138,10.1815,7.9721,11.4057,10.7787,13.7048,10.8086,9.3455,3.5531,11.7043,10.9578,17.1384,22.6323,26.7228,15.765,16.7204,12.9882,24.155,14.8394,14.5109,17.1384,14.3019,22.5128,26.6034,34.3067,12.7792,1.5526,1.5228,2.9559,6.3,8.8379,5.0758,5.4938,3.7621,7.2853,7.6735,7.8228,9.3754,8.8976,8.9275,11.137,12.2417,7.345,0.0597,0.0896,0.0896,0.1493,0.0299,1.3137,1.4332,1.5228,8.6289,7.554,0.6569,7.2256,16.2725,8.5692,9.2858,9.1962,0.2986,0.209,0.1791,0.2687,0.5076,1.2839,0.7763,1.0749,0.5076,0.8957,1.0749,0.7166,1.045,0.7166,1.9408,1.4929,1.9109,0.9555
QN0501,Maspeth,43257,Intermediate,0.0,0.0,0.2774,0.3005,0.3005,0.2774,0.2312,0.4855,0.1387,0.3468,0.2081,0.1849,0.3005,0.5548,1.0172,1.2946,0.3005,0.9478,0.786,0.7629,0.0925,0.0,0.0925,0.3699,0.7629,0.8554,0.2081,1.8032,1.6182,1.5258,1.4333,1.0865,0.9941,1.4564,1.6876,1.5258,1.1559,0.7166,1.0634,0.5086,0.3236,0.2081,0.2081,0.0231,2.1962,1.5258,2.3811,1.8725,2.4967,1.3177,0.5779,0.6242,1.9188,1.7569,0.5779,0.7629,0.6011,0.1849,0.1387,0.0925,0.0231,0.1618,0.7398,0.5779,1.3639,1.8725,1.4102,0.9016,2.1037,2.2655,2.6354,1.8725,16.4135,14.9571,14.6797,13.7319,13.2002,0.6704,3.1902,3.0746,2.2655,5.2708,5.6407,3.7219,3.4445,3.6526,3.1209,3.9069,1.7801,5.2939,4.9241,7.1665,7.2821,5.9412,1.8032,0.4855,0.8091,0.9016,1.7107,2.2886,2.8204,1.6182,0.9016,1.2715,2.4042,1.6182,3.8606,3.7219,6.7735,5.5945,4.9934,2.1731,0.0,0.0,0.0,0.0,0.0,12.8303,8.8309,5.7101,9.2008,7.9756,0.1156,8.9696,18.078,12.2524,8.7616,9.1315,0.1156,0.2312,0.3468,0.1849,0.5086,0.7166,1.0865,0.4161,0.3236,0.2312,0.393,0.2774,0.7398,0.4624,1.4102,1.2715,0.4161,0.2774
