NTACode,NTAName,population_2022,DisplacementRiskIndex,Liquor_Licenses_2010,Liquor_Licenses_2011,Liquor_Licenses_2012,Liquor_Licenses_2013,Liquor_Licenses_2014,Liquor_Licenses_2015,Liquor_Licenses_2016,Liquor_Licenses_2017,Liquor_Licenses_2018,Liquor_Licenses_2019,Liquor_Licenses_2020,Liquor_Licenses_2021,Liquor_Licenses_2022,Liquor_Licenses_2023,Liquor_Licenses_2024,Liquor_Licenses_2025,Liquor_Licenses_2026,Evictions_2017,Evictions_2018,Evictions_2019,Evictions_2020,Evictions_2021,Evictions_2022,Evictions_2023,Evictions_2024,Evictions_2025,Evictions_2026,DOB_A1_2010,DOB_A1_2011,DOB_A1_2012,DOB_A1_2013,DOB_A1_2014,DOB_A1_2015,DOB_A1_2016,DOB_A1_2017,DOB_A1_2018,DOB_A1_2019,DOB_A1_2020,DOB_A1_2021,DOB_A1_2022,DOB_A1_2023,DOB_A1_2024,DOB_A1_2025,DOB_A1_2026,DOB_NB_2010,DOB_NB_2011,DOB_NB_2012,DOB_NB_2013,DOB_NB_2014,DOB_NB_2015,DOB_NB_2016,DOB_NB_2017,DOB_NB_2018,DOB_NB_2019,DOB_NB_2020,DOB_NB_2021,DOB_NB_2022,DOB_NB_2023,DOB_NB_2024,DOB_NB_2025,DOB_NB_2026,HPD_ClassA_2010,HPD_ClassA_2011,HPD_ClassA_2012,HPD_ClassA_2013,HPD_ClassA_2014,HPD_ClassA_2015,HPD_ClassA_2016,HPD_ClassA_2017,HPD_ClassA_2018,HPD_ClassA_2019,HPD_ClassA_2020,HPD_ClassA_2021,HPD_ClassA_2022,HPD_ClassA_2023,HPD_ClassA_2024,HPD_ClassA_2025,HPD_ClassA_2026,HPD_ClassB_2010,HPD_ClassB_2011,HPD_ClassB_2012,HPD_ClassB_2013,HPD_ClassB_2014,HPD_ClassB_2015,HPD_ClassB_2016,HPD_ClassB_2017,HPD_ClassB_2018,HPD_ClassB_2019,HPD_ClassB_2020,HPD_ClassB_2021,HPD_ClassB_2022,HPD_ClassB_2023,HPD_ClassB_2024,HPD_ClassB_2025,HPD_ClassB_2026,HPD_ClassC_2010,HPD_ClassC_2011,HPD_ClassC_2012,HPD_ClassC_2013,HPD_ClassC_2014,HPD_ClassC_2015,HPD_ClassC_2016,HPD_ClassC_2017,HPD_ClassC_2018,HPD_ClassC_2019,HPD_ClassC_2020,HPD_ClassC_2021,HPD_ClassC_2022,HPD_ClassC_2023,HPD_ClassC_2024,HPD_ClassC_2025,HPD_ClassC_2026,HPD_ClassI_2010,HPD_ClassI_2011,HPD_ClassI_2012,HPD_ClassI_2013,HPD_ClassI_2014,HPD_ClassI_2015,HPD_ClassI_2016,HPD_ClassI_2017,HPD_ClassI_2018,HPD_ClassI_2019,HPD_ClassI_2020,HPD_ClassI_2021,HPD_ClassI_2022,HPD_ClassI_2023,HPD_ClassI_2024,HPD_ClassI_2025,HPD_ClassI_2026,HPD_RentImpairing_2010,HPD_RentImpairing_2011,HPD_RentImpairing_2012,HPD_RentImpairing_2013,HPD_RentImpairing_2014,HPD_RentImpairing_2015,HPD_RentImpairing_2016,HPD_RentImpairing_2017,HPD_RentImpairing_2018,HPD_RentImpairing_2019,HPD_RentImpairing_2020,HPD_RentImpairing_2021,HPD_RentImpairing_2022,HPD_RentImpairing_2023,HPD_RentImpairing_2024,HPD_RentImpairing_2025,HPD_RentImpairing_2026
BK1301,Gravesend (South),30366,Intermediate,0.0,0.0,0.0659,0.0988,0.1647,0.0988,0.0659,0.1317,0.1647,0.2964,0.0988,0.0988,0.1317,0.2305,0.2635,0.3952,0.2635,1.2514,1.2514,1.3173,0.1647,0.0,0.1317,0.461,0.5928,0.8233,0.2305,0.8892,0.6257,0.5598,0.7574,0.3622,0.5598,0.6257,0.494,0.494,0.5269,0.1317,0.2964,0.1976,0.0659,0.0659,0.0,0.0,1.2843,1.5149,1.6136,3.5237,1.5807,1.2843,2.0088,0.8562,1.5149,1.7124,0.494,0.7245,0.461,0.0659,0.3293,0.0659,0.0,0.8892,0.4281,0.5598,1.943,1.2843,2.1735,2.7663,2.8321,2.865,3.5237,3.4907,16.2353,13.2714,12.3823,14.7863,12.7116,0.8233,2.1406,3.4249,3.853,6.6192,4.808,5.9277,5.6313,5.5984,5.6642,8.2329,5.5325,7.7719,7.1791,9.0891,15.379,13.1068,2.404,0.1647,0.494,1.3173,1.3831,1.6136,1.1526,1.0867,1.0538,1.5478,2.9968,4.5775,4.8409,4.4458,6.4546,9.4514,9.2208,3.0626,0.0329,0.0,0.0,0.0659,0.0,11.5919,5.6313,4.808,6.751,7.0803,0.0329,6.5534,13.3044,6.9815,6.1253,6.257,0.0329,0.1647,0.3952,0.6257,0.2964,0.5269,0.3622,0.4281,0.2964,0.6916,1.1526,1.0867,1.2514,0.6586,1.3502,1.5478,1.5807,0.6257
BK1103,Gravesend (West),60523,Highest,0.0,0.0,0.1157,0.1652,0.1157,0.3305,0.2478,0.2809,0.1983,0.1652,0.1817,0.1157,0.1487,0.2148,0.4626,0.9914,0.347,0.7931,0.9418,0.8922,0.1322,0.033,0.2809,0.5452,0.4957,0.6279,0.1322,0.4461,0.347,0.2974,0.38,0.8261,0.76,0.6609,0.8922,0.7105,1.0244,0.6113,0.4461,0.1983,0.0826,0.0826,0.0661,0.0,0.5618,0.6774,0.7931,0.4296,0.4792,0.8922,0.3965,1.074,0.7931,0.6113,0.5122,0.7105,0.4957,0.2478,0.1983,0.0826,0.0,2.2636,2.4784,2.6767,3.8993,3.5358,5.0394,5.9151,4.9072,8.0631,11.0206,8.6413,30.1869,29.7408,28.3694,25.6101,21.9916,1.9662,6.5925,5.9977,7.9309,10.591,10.9215,10.8223,13.0859,9.3188,17.7618,19.3315,15.4817,17.2001,14.3747,18.208,23.0987,16.9688,4.2959,1.2722,1.4044,2.6106,4.4776,4.1968,4.4115,4.6263,4.048,5.6838,9.5336,11.1858,9.5997,10.0953,14.7217,19.6619,14.9695,3.5193,0.0,0.0165,0.0,0.0496,0.0165,21.4464,9.7979,8.377,11.0041,10.1449,0.1322,9.9962,23.3135,10.7397,9.3849,8.8727,0.0826,0.5948,0.727,0.9087,1.1896,1.5862,1.2888,1.2227,1.074,3.1063,2.3958,2.6271,2.181,2.2306,3.0567,4.1802,3.4367,0.727
SI0302,Great Kills-Eltingville,54699,Lowest,0.0,0.0,0.0548,0.0731,0.0914,0.3474,0.1645,0.1463,0.1828,0.1463,0.0914,0.1645,0.0914,0.3291,0.6764,0.7313,0.2011,0.0914,0.1645,0.2559,0.0366,0.0366,0.2011,0.3656,0.5485,0.3839,0.1463,1.5905,1.5357,0.9141,1.554,1.6271,1.6088,2.3401,2.2121,1.7551,1.6637,1.2066,0.8958,0.4388,0.1645,0.1463,0.1645,0.0,2.3218,1.8099,2.9799,2.2121,1.5905,2.9068,2.6143,1.9013,2.2304,2.3035,1.6271,1.1335,0.6399,0.2742,0.0731,0.0183,0.0,0.128,0.0731,0.1828,0.2559,0.3474,0.5302,0.4388,0.3839,0.457,0.3839,0.4022,1.2432,1.4808,1.5357,1.6819,1.9013,0.6033,1.0786,0.7861,1.2066,2.4315,1.7733,1.3529,0.9141,0.8775,0.6399,0.6764,0.6764,0.841,1.883,2.7606,3.0165,4.2962,1.2614,0.1463,0.0366,0.3108,0.6764,0.5485,0.8044,0.3474,0.3108,0.0731,0.3108,0.128,0.2011,0.9872,0.7313,0.8592,1.1152,0.9141,0.0,0.0183,0.0,0.0,0.0,0.6947,0.5119,0.4936,2.7606,2.3401,0.0548,2.6143,6.1244,2.852,2.852,3.3273,0.0548,0.0,0.0,0.0731,0.0183,0.0731,0.0183,0.0183,0.0183,0.0183,0.0366,0.0,0.0183,0.0,0.0183,0.1828,0.0914,0.0
BK0101,Greenpoint,38980,Lowest,0.0,0.0,0.1539,0.7183,0.4361,0.5644,0.667,0.4618,0.6414,0.6927,0.3335,0.6157,0.59,1.2314,2.4885,3.1811,1.4623,0.6927,0.4874,0.4874,0.1539,0.0,0.2309,0.7696,1.1031,0.9492,0.2565,1.7445,1.5136,1.5393,1.334,1.6932,3.0785,3.0015,3.4377,3.2324,3.1042,2.6167,2.4371,1.4623,0.8979,0.4361,0.3592,0.1283,3.0272,2.2063,3.1811,2.6424,3.9507,5.6183,5.0795,6.3622,6.0544,5.5926,4.7204,4.0277,3.2324,1.4366,1.1288,0.6927,0.077,3.3094,5.2335,4.079,6.3879,5.5413,9.2868,9.4664,11.724,13.6993,20.7542,12.9041,61.647,59.7999,55.2335,42.6372,40.9954,1.5649,11.2622,12.1344,16.6752,25.5259,21.8574,14.6998,18.1632,19.3176,22.6783,28.6814,16.7265,19.6254,18.1632,19.7024,15.136,14.5459,5.1052,2.668,2.1036,5.4387,10.2873,7.1575,5.7722,6.4392,6.1057,7.2088,14.7255,12.1601,12.4423,14.315,19.3176,12.9041,15.8286,5.9261,0.0513,0.0,0.1026,0.1283,0.0,49.4869,22.1396,19.3689,26.1673,22.2422,0.077,21.3956,56.824,20.2668,19.3946,19.3689,0.0513,1.5906,1.1288,2.5654,5.7465,3.7968,2.5911,2.6167,2.9246,3.3864,5.9261,4.0277,4.8486,5.2591,4.9769,3.3094,4.5921,2.078
MN0202,Greenwich Village,34147,Lowest,0.0,0.0,0.0586,1.23,0.6736,1.1128,0.7614,1.1714,1.025,1.0836,0.4393,0.6736,0.9664,1.1421,3.4264,5.3885,1.5521,0.615,0.4978,0.2929,0.0586,0.0,0.1757,0.41,0.3807,0.3807,0.0586,1.3471,1.2007,1.1421,1.7571,2.05,1.845,1.5228,1.9621,1.5521,1.025,0.9664,1.0836,1.0836,0.6736,0.4978,0.4686,0.1171,0.2929,0.1757,0.205,0.2929,0.4978,0.5271,0.7321,0.41,0.3807,0.1464,0.1757,0.0586,0.1757,0.3221,0.205,0.0879,0.0293,1.6693,1.1128,1.025,1.8742,2.4014,3.6606,5.4763,9.2248,7.702,4.4221,3.2214,17.1611,16.4583,11.4798,9.3127,8.9613,0.7321,4.3928,3.4556,4.3635,6.2377,6.3549,5.8863,7.1163,7.8777,10.8941,8.0534,4.9199,7.3213,9.0198,7.1456,5.857,6.5013,2.5478,0.7614,0.615,0.7907,2.3428,3.0749,3.3092,2.6649,4.8906,3.9535,5.7106,3.8364,5.652,8.9905,6.9406,6.2085,7.8191,3.1335,0.0,0.0,0.0293,0.0,0.0,11.0112,7.9656,4.1292,6.0035,5.0956,0.0,4.2171,11.4212,5.037,4.7735,4.6271,0.0293,0.41,0.615,0.7907,1.6107,2.1378,1.6693,1.5814,1.9328,2.8699,3.0749,1.1714,2.4307,2.8114,1.8742,1.6693,1.7864,1.435
MN0903,Hamilton Heights-Sugar Hill,49410,Highest,0.0,0.0,0.1619,0.4655,0.1214,0.1417,0.1417,0.3036,0.1821,0.2024,0.1012,0.3036,0.3238,0.2024,0.8096,0.9715,0.2833,3.562,2.9144,1.8215,0.3441,0.0,0.5667,2.3882,3.4406,3.1977,0.6274,1.1536,0.9512,0.931,1.0322,0.9917,1.437,1.7405,1.356,1.7608,1.4167,1.275,1.0727,0.6881,0.3643,0.2024,0.1012,0.0607,0.1619,0.0405,0.3441,0.5464,0.2226,0.1619,0.1821,0.3845,0.2226,0.0202,0.2226,0.1821,0.2226,0.0607,0.1821,0.0202,0.0,10.5039,20.4817,29.4677,31.3095,30.7832,47.1362,40.4979,60.1295,58.5914,52.9447,34.5477,60.4331,61.3843,53.6531,51.7911,48.4517,12.8921,34.2846,61.6879,93.6045,96.6606,116.1303,129.1844,120.1174,122.4853,137.4013,114.3696,72.8193,117.9114,119.8138,114.1267,126.1688,117.9518,42.0158,8.3991,13.3779,34.5477,44.7683,53.7543,53.6329,44.4849,46.5695,47.6624,62.1129,47.3386,67.8,80.6719,80.8743,101.6393,93.0176,32.7464,0.0202,0.081,0.4453,0.5667,0.3238,16.0696,9.7146,7.1038,7.6908,7.63,0.4453,6.5979,15.1791,7.9943,8.6622,6.8812,0.2631,3.2989,6.4764,12.1433,13.4183,17.8506,17.9316,20.8662,19.4293,18.8423,17.3244,10.929,15.5232,18.5792,19.7531,23.1532,26.189,11.5361
MN1002,Harlem (North),83327,Highest,0.0,0.0,0.072,0.156,0.12,0.18,0.18,0.132,0.108,0.096,0.096,0.132,0.192,0.324,0.48,0.408,0.18,4.2603,4.5003,3.7443,0.492,0.012,0.504,2.9162,4.4043,5.1604,1.4161,1.4041,1.2241,1.2121,1.2121,1.6681,1.7161,1.5121,1.5001,1.6681,1.1401,0.7681,0.9001,0.588,0.42,0.192,0.156,0.0,0.612,0.264,0.18,0.204,0.312,0.588,0.588,0.7921,0.9361,0.624,0.552,0.516,0.42,0.252,0.216,0.096,0.036,5.2924,10.2968,13.8971,13.8611,13.309,20.4376,21.8777,37.2028,34.1906,29.1742,21.2536,51.2919,46.7196,47.0316,51.6159,44.2474,9.4927,17.2693,31.3224,43.7913,48.9757,51.8439,58.1084,50.7159,66.185,81.6422,64.1929,41.4151,76.8778,80.7421,94.7712,116.9729,104.0599,29.9063,3.4203,6.0725,13.693,20.1615,19.9695,23.5818,19.4535,23.1738,25.3939,36.5788,32.1744,45.1594,53.8121,67.3251,92.239,85.4825,29.0302,0.024,0.12,0.564,0.7681,0.18,15.7932,8.6047,6.4805,7.6086,6.9125,0.216,6.5045,15.8652,7.5846,6.9125,7.3326,0.156,1.5601,2.6882,5.4844,8.0286,9.0007,10.6688,8.8087,10.7528,12.817,12.2889,9.3247,14.4611,13.669,18.2894,23.0057,26.762,11.9409
MN1001,Harlem (South),47113,High,0.0,0.0,0.1061,0.1698,0.1486,0.3396,0.191,0.1698,0.5094,0.2335,0.1061,0.1698,0.3184,0.3184,0.7641,1.1037,0.4245,2.8867,1.7405,2.2287,0.3396,0.0,0.5094,1.974,2.7381,2.6744,0.7429,2.0377,1.8891,2.1862,2.4197,2.4622,2.3136,2.3136,1.7405,2.1013,1.4433,1.2735,1.3797,0.8702,0.5731,0.4245,0.3608,0.1274,0.6155,0.4882,0.7853,1.0401,1.1674,0.9339,0.5519,0.7429,1.1674,1.2948,1.0401,1.1037,0.658,0.4882,0.3396,0.0425,0.0212,5.6035,8.6813,8.936,10.0609,11.9712,19.2304,22.6265,31.4775,35.2557,36.1047,26.0862,53.9554,52.0663,48.4367,44.2128,38.6305,8.002,20.6525,26.1923,30.0129,33.7911,45.2741,47.2269,51.472,58.434,73.8013,71.9971,52.1937,78.8742,83.6287,98.5503,86.3244,86.664,27.3173,4.9456,5.5186,8.3841,13.1811,18.3177,20.7798,20.3553,21.1831,24.2608,41.5597,32.5388,45.2105,58.9858,66.6058,73.6527,72.7612,24.091,0.0425,0.1061,0.6368,0.9127,0.2123,25.0886,14.5607,10.443,13.4995,10.9312,0.2335,10.4005,23.7302,11.7165,10.443,10.5067,0.1274,2.7381,3.2475,3.8418,6.0281,8.1718,9.594,9.5303,9.9548,11.2495,11.5892,8.8298,13.9452,16.1739,22.2232,20.1218,23.2844,10.1458
MN0402,Hell's Kitchen,59524,Low,0.0,0.0,0.0672,0.7224,0.4536,0.8064,0.4704,0.8232,0.6888,1.0248,0.5544,0.6216,0.8736,0.7056,3.1248,4.9224,1.5288,2.436,1.8144,2.184,0.4368,0.0336,0.9408,2.184,2.52,2.5368,0.6216,0.504,0.672,0.6888,0.9408,0.7728,1.0248,0.84,0.9576,0.6552,0.42,0.3024,0.42,0.5208,0.4032,0.1848,0.1512,0.0336,0.4368,0.8904,1.0248,1.008,0.672,0.84,0.84,0.8232,0.6216,0.4368,0.336,0.3528,0.252,0.168,0.1344,0.1176,0.0,3.4776,4.5024,3.2424,3.444,5.3592,9.8448,14.2968,14.8512,23.0831,16.9343,9.3912,22.8311,22.5455,20.6639,15.7079,14.784,2.7048,11.1888,12.4488,11.508,14.0448,15.456,23.2511,26.3087,21.0503,34.8599,22.6967,12.8856,17.1191,26.1407,31.4327,28.1903,25.5359,6.8208,1.848,2.1504,3.2592,4.6872,6.9384,10.8864,13.1376,9.1728,12.0456,14.8344,8.6016,11.34,22.6463,26.9471,25.1831,21.2519,7.6608,0.0,0.0336,0.084,0.1848,0.2016,9.6096,6.552,3.3264,4.9392,4.6704,0.4536,4.032,10.1304,4.6368,3.4944,3.8976,0.084,1.932,1.6296,1.932,2.9568,3.8304,7.2072,6.9888,4.9728,6.7032,5.5608,2.7216,3.864,6.1656,7.4424,6.9384,7.4424,2.856
BX0402,Highbridge,32456,Highest,0.0,0.0,0.2773,0.3081,0.3697,0.2773,0.2157,0.4005,0.0616,0.1849,0.0924,0.0924,0.2157,0.3389,0.493,0.5854,0.2773,5.546,4.1287,4.56,0.7087,0.0616,0.647,3.5124,3.7589,4.8681,1.0784,0.1849,0.2157,0.2465,0.3389,0.3081,0.0924,0.0924,0.2465,0.0616,0.0924,0.2773,0.2465,0.0616,0.0308,0.0616,0.0,0.0,0.3697,0.5238,0.4314,0.3389,0.5546,1.14,1.1092,1.8487,0.7703,0.5238,0.7703,0.9243,0.9551,0.493,0.2465,0.1541,0.0,9.3973,14.4811,21.6909,22.3996,29.7018,38.3288,37.651,51.1154,38.8834,46.0624,32.1358,56.4765,61.5911,49.8829,79.2149,61.5295,13.4028,23.0466,31.1191,56.4148,69.1089,90.0296,99.6426,113.1378,123.6751,116.8043,102.9394,67.2911,123.4903,127.1876,127.4957,175.5916,184.8965,41.4407,5.3919,5.5152,15.806,23.9709,31.0574,30.5953,34.385,32.0126,32.9369,65.5657,49.5132,72.3133,95.175,98.4102,132.4871,140.7136,43.7515,0.0,0.0616,0.1541,0.3081,0.1232,7.9492,3.8514,3.2968,5.1762,5.0222,0.2157,4.9606,10.5373,5.6692,4.0979,6.4087,0.5546,2.5265,3.8206,7.98,8.9968,13.5876,12.4784,13.3103,11.6773,13.1563,12.879,9.7979,16.7303,22.2147,21.7525,26.1585,32.752,13.8649
QN1206,Hollis,24576,Intermediate,0.0,0.0,0.2035,0.0814,0.2441,0.1628,0.1628,0.2848,0.1628,0.0407,0.2441,0.0814,0.1221,0.4069,0.3662,0.4883,0.1221,2.4007,3.4587,2.36,0.3255,0.0,0.2035,0.9359,2.4821,2.0345,0.4476,1.9531,0.9359,0.3662,1.1393,0.8545,0.6104,1.0986,1.9938,1.0579,1.3428,0.9359,0.4069,0.529,0.6104,0.1628,0.0407,0.0407,1.6683,0.529,1.5055,0.0407,1.3021,1.0986,2.6855,1.5462,1.0986,2.1159,1.6276,1.5055,0.9359,0.529,0.4069,0.1221,0.0407,1.3835,1.3835,2.5635,2.1159,2.4007,4.1504,3.7842,3.4587,3.6621,3.8656,2.4007,11.9222,10.2946,9.6436,13.0615,12.085,2.4821,10.2946,9.7656,10.9456,8.7077,15.0553,16.6423,18.5954,16.1947,12.5732,15.3809,9.2773,13.7939,14.974,15.6657,25.7975,18.6768,6.0628,1.3021,1.0986,2.4414,4.1911,4.1097,4.4759,4.8421,4.4352,4.5573,5.9408,4.3538,7.609,9.8877,12.0036,16.4388,14.6891,4.3945,0.0,0.0,0.1221,0.1221,0.1628,4.4352,3.3773,2.5635,7.8125,6.6732,0.6104,7.8532,14.2008,8.4635,7.3649,8.667,0.1628,0.4476,0.6104,0.6917,0.4476,1.0579,1.0173,0.8952,0.7731,0.5697,1.18,0.4476,1.5869,1.4648,1.7904,3.4993,2.7262,0.7324
QN1003,Howard Beach-Lindenwood,27320,Lowest,0.0,0.0,0.0732,0.0366,0.0366,0.2196,0.1098,0.2196,0.1098,0.0732,0.1098,0.0366,0.0732,0.183,0.4758,0.9883,0.1464,1.0249,0.7687,1.0249,0.0,0.0,0.0366,0.2928,0.3294,0.9517,0.1098,2.123,2.1962,1.6105,2.8184,2.8551,2.8551,1.94,3.9898,2.5988,2.1962,1.0981,1.757,0.6223,0.4392,0.2928,0.183,0.0,2.4158,1.6471,1.5007,2.3426,1.9766,1.4641,1.7204,0.9151,2.3426,0.7321,0.5124,0.8419,0.4392,0.2196,0.0366,0.0732,0.0,0.183,0.5124,0.549,0.8053,0.5857,1.3909,0.8785,1.2079,1.0249,1.8668,1.8668,15.0073,14.6779,11.9327,9.5168,6.6252,1.0249,2.672,3.0381,4.4656,4.6852,3.1113,3.5871,3.8067,2.9283,2.123,2.8184,2.123,3.9165,4.6486,4.0264,6.7716,5.1245,1.3909,0.549,0.6955,2.5256,1.9034,1.2445,1.7204,1.2811,0.4758,0.8419,1.0981,0.9151,1.4641,2.7452,4.246,3.5871,4.1362,1.6837,0.0,0.0366,0.0366,0.0366,0.0,6.2592,3.5505,2.1596,5.0146,7.6135,0.1098,10.0293,19.5827,9.4436,8.3455,7.5769,0.1098,0.183,0.2562,0.3294,0.3294,0.366,0.3294,0.3294,0.0732,0.1098,0.1098,0.1464,0.2196,0.6955,0.2196,0.6589,0.366,0.2196
BX0201,Hunts Point,15131,Highest,0.0,0.0,0.2644,0.1983,0.5287,0.0,0.2644,0.3304,0.2644,0.3304,0.1322,0.1322,0.1322,0.727,0.5948,2.3792,0.5287,6.0141,6.675,5.882,0.6609,0.0,0.9913,2.5775,4.1636,4.3619,0.9913,0.1983,0.2644,0.1322,0.0661,0.1983,0.0,0.1322,0.6609,0.727,0.6609,0.4626,0.5948,0.0661,0.0,0.1983,0.0661,0.0,0.1322,0.0661,0.2644,0.2644,0.5287,0.5287,0.3965,0.6609,0.8592,1.9166,1.5861,1.3218,0.7931,1.1235,0.7931,0.3304,0.0,11.4335,10.9048,18.2407,23.7261,21.6774,32.9787,26.1714,27.6254,33.5074,45.3374,26.8984,60.1414,59.9432,55.9117,82.8762,61.3971,14.9362,34.7631,36.4153,61.7276,68.1383,64.7016,85.652,98.0768,69.8566,97.0194,93.7149,61.7937,103.43,127.2223,126.4953,186.9011,126.0987,37.4727,7.6664,7.1377,18.5051,22.0739,23.1313,32.3838,30.8638,26.3697,27.295,56.2422,41.7686,70.187,88.4938,106.7345,136.607,88.9564,25.114,0.0661,0.3304,0.3304,0.5948,0.4626,16.7206,10.2439,9.0543,10.2439,9.8473,0.1983,9.0543,22.0739,10.9048,9.583,9.4508,0.1983,3.4367,3.6349,8.0629,7.3359,10.6404,10.9048,12.7553,11.0369,12.0283,11.4996,7.1377,16.4563,16.9189,26.3036,34.5648,22.0739,7.6664
